Timestamp,Production_Units,Electricity_kWh,Steam_Tons,Fuel_Cost_USD
2025-01-01 00:00:00,152,179.28178029975086,44.266974018272386,874.2237041438271
2025-01-01 01:00:00,485,197.06882928616642,55.61079425207553,1109.6313912250664
2025-01-01 02:00:00,398,215.05364630572114,51.330427105335204,994.2188397283405
2025-01-01 03:00:00,320,176.25069196523123,53.186090456776604,1145.8199858813266
2025-01-01 04:00:00,156,203.63026663015108,54.05991926317009,1127.0466194086468
2025-01-01 05:00:00,121,224.29947022584474,59.95706380306923,896.9248032489729
2025-01-01 06:00:00,238,209.47868198422702,59.08472912602934,1000.0634852884016
2025-01-01 07:00:00,70,335.5874788481847,51.6152081189369,813.4166400872678
2025-01-01 08:00:00,152,230.3743670543359,50.78981348876481,961.3923018969795
2025-01-01 09:00:00,171,213.1678502384498,47.339290650190904,1035.5739607622882
2025-01-01 10:00:00,264,162.79104000151386,53.7207888944732,1084.6954308335596
2025-01-01 11:00:00,380,217.28487229468453,53.53556479481005,1006.9236119628875
2025-01-01 12:00:00,137,188.57251495165445,46.35304332814913,1044.2759580388808
2025-01-01 13:00:00,422,203.93127095284927,53.59891475833646,929.7562598957471
2025-01-01 14:00:00,149,220.1600800858652,55.041772468470064,998.0980690411127
2025-01-01 15:00:00,409,189.0079083067033,44.39176688525204,940.9841594213071
2025-01-01 16:00:00,201,167.08814771916371,50.949569854600554,1028.2558440485839
2025-01-01 17:00:00,180,230.11090383811657,49.67135527823783,1138.9727882485204
2025-01-01 18:00:00,199,223.29166942403896,49.973067466929564,994.3063288651939
2025-01-01 19:00:00,358,198.25487973634108,45.23673385300265,862.8904813763912
2025-01-01 20:00:00,307,217.0684290298423,40.86722120435384,1019.6276257429789
2025-01-01 21:00:00,393,192.61226535872632,46.22291849875471,1070.543574674086
2025-01-01 22:00:00,463,201.939403535217,45.52270843140299,908.1973557740429
2025-01-01 23:00:00,343,197.1142411472652,51.76611533773428,1124.1841155158215
2025-01-02 00:00:00,435,193.42111829285395,51.84756558158212,940.3660652250849
2025-01-02 01:00:00,241,207.1860516017151,51.562961150767656,923.9764783196802
2025-01-02 02:00:00,493,175.83642352708824,43.016346633859364,821.9379712853582
2025-01-02 03:00:00,326,194.96838338468842,44.40220812764223,1026.879942587475
2025-01-02 04:00:00,210,206.28958944966809,46.91663657460886,1181.599151947938
2025-01-02 05:00:00,363,236.7620141592327,50.115715062829715,1036.6750041952264
2025-01-02 06:00:00,71,326.6493156937461,48.32446227335986,926.5816836543141
2025-01-02 07:00:00,302,210.41106115464854,51.55319549782394,1051.3217347571629
